full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
177049 (2003 EE16),1.418,0.6143,0.65,127.23,259.5,0.547,2.29,1.69,8093.0,0.0,320,19.85,1
177255 (2003 WC25),2.295,0.4859,10.25,347.68,9.59,1.18,3.41,3.48,12779.0,0.0,341,16.81,0
177614 (2004 HK33),1.889,0.5204,5.44,104.7,221.54,0.906,2.87,2.6,8477.0,0.0,925,17.59,1
177651 (2004 XM14),1.154,0.6989,42.4,89.42,186.37,0.348,1.96,1.24,9776.0,0.0,746,17.52,0
178601 (2000 CG59),2.474,0.4922,4.18,28.64,29.55,1.257,3.69,3.89,12763.0,0.0,143,17.74,0
178871 (2001 MA8),2.377,0.4628,7.61,269.47,357.92,1.277,3.48,3.67,16186.0,0.0,360,17.7,0
179806 (2002 TD66),1.858,0.5347,4.93,335.53,125.88,0.864,2.85,2.53,2017.0,0.0,302,20.46,1
180186 (2003 QZ30),2.422,0.6315,8.57,178.04,243.1,0.892,3.95,3.77,14122.0,0.0,745,17.58,1
183548 (2003 HU42),1.844,0.3405,10.53,203.08,196.4,1.216,2.47,2.51,7329.0,0.0,318,17.79,0
184266 (2004 VW14),2.121,0.5977,3.83,100.83,42.78,0.853,3.39,3.09,2392.0,0.0,584,19.49,1
184990 (2006 KE89),1.053,0.7991,45.12,88.59,299.23,0.212,1.9,1.08,10977.0,0.0,2327,16.43,0
185702 (1998 HK3),1.828,0.3002,24.7,27.08,267.65,1.279,2.38,2.47,9336.0,0.0,854,18.11,0
185716 (1998 SF35),1.685,0.2739,35.19,218.57,253.76,1.224,2.15,2.19,8853.0,0.0,1545,17.95,0
185851 (2000 DP107),1.365,0.3765,8.67,358.65,289.77,0.851,1.88,1.6,8982.0,0.0,1903,18.32,1
185853 (2000 ER70),1.857,0.3109,36.91,111.58,338.66,1.28,2.43,2.53,8950.0,0.0,546,16.93,0
186822 (2004 FE31),1.574,0.4526,13.06,200.73,150.36,0.862,2.29,1.98,8177.0,0.0,1752,17.86,0
186823 (2004 FN32),1.205,0.6768,21.96,190.06,161.15,0.389,2.02,1.32,7999.0,0.0,266,19.12,0
186844 (2004 GA1),2.43,0.6726,7.77,261.48,54.63,0.795,4.06,3.79,8660.0,0.0,693,17.43,1
187026 (2005 EK70),0.9596,0.1354,30.0,329.78,347.02,0.83,1.09,0.94,7144.0,0.0,1280,17.36,0
187040 (2005 JS108),1.355,0.3222,6.04,110.84,244.0,0.919,1.79,1.58,7902.0,0.0,648,19.23,1
188174 (2002 JC),0.8189,0.3907,40.86,69.38,306.92,0.499,1.14,0.741,11366.0,0.0,464,17.44,0
188452 (2004 HE62),2.551,0.5724,24.69,302.83,21.43,1.091,4.01,4.07,17013.0,0.0,526,17.5,0
189008 (1996 FR3),2.168,0.7935,8.04,27.15,36.73,0.448,3.89,3.19,11412.0,0.0,546,16.41,0
189011 Ogmios (1997 NJ6),1.5,0.2322,18.7,254.41,130.41,1.152,1.85,1.84,9654.0,0.0,251,19.08,0
189040 (2000 MU1),1.372,0.3825,13.09,130.03,63.78,0.848,1.9,1.61,8541.0,0.0,331,19.87,1
189058 (2000 UT16),2.571,0.5112,26.23,257.21,91.33,1.257,3.89,4.12,9582.0,0.0,691,16.65,0
189062 (2000 VA45),1.928,0.387,12.85,35.07,287.56,1.182,2.67,2.68,8666.0,0.0,165,18.44,0
189173 (2002 XY4),1.844,0.5703,43.08,268.9,273.74,0.792,2.9,2.5,7538.0,0.0,452,18.93,0
189263 (2005 CA),2.73,0.5888,16.75,202.09,203.93,1.123,4.34,4.51,16902.0,0.0,672,15.74,0
189552 (2000 RL77),2.557,0.5357,30.15,194.45,235.04,1.187,3.93,4.09,7898.0,0.0,564,16.94,0
189630 (2001 LE6),1.206,0.6931,12.62,290.52,201.56,0.37,2.04,1.32,9965.0,0.0,608,17.83,0
189700 (2001 TA45),1.463,0.1912,10.72,204.91,126.63,1.183,1.74,1.77,8409.0,0.0,569,19.2,0
189865 (2003 NC),1.406,0.8055,21.57,288.39,224.33,0.273,2.54,1.67,7762.0,0.0,187,19.46,1
189973 (2003 XE11),1.845,0.3772,26.96,223.47,173.2,1.149,2.54,2.51,7336.0,0.0,268,17.57,0
190119 (2004 VA64),2.469,0.8903,29.86,225.51,20.0,0.271,4.67,3.88,6952.0,0.0,238,17.05,0
190135 (2005 QE30),2.019,0.6882,6.22,259.7,217.07,0.629,3.41,2.87,7345.0,0.0,302,17.33,0
190161 (2005 TJ174),2.239,0.4526,3.98,304.63,56.24,1.226,3.25,3.35,20347.0,0.0,573,16.73,0
190166 (2005 UP156),2.117,0.47,4.21,193.29,91.36,1.122,3.11,3.08,7720.0,0.0,2806,17.27,0
190208 (2006 AQ),2.053,0.4863,4.09,325.73,105.48,1.055,3.05,2.94,6692.0,0.0,1608,18.2,0
190491 (2000 FJ10),1.319,0.2346,5.28,189.74,232.38,1.01,1.63,1.52,6321.0,0.0,251,21.06,0
190758 (2001 QH96),1.749,0.3643,13.95,178.59,130.41,1.112,2.39,2.31,10891.0,0.0,376,18.41,0
190788 (2001 RT17),1.268,0.7921,20.09,349.97,199.65,0.264,2.27,1.43,8424.0,0.0,342,18.35,0
191094 (2002 EA3),2.115,0.6411,32.15,349.38,259.41,0.759,3.47,3.08,2406.0,0.0,198,20.16,0
192559 (1998 VO),1.075,0.2266,10.06,228.12,75.97,0.831,1.32,1.11,7308.0,0.0,575,20.43,1
192563 (1998 WZ6),1.452,0.4078,24.76,68.68,110.75,0.86,2.04,1.75,8728.0,0.0,2349,17.34,1
192642 (1999 RD32),2.641,0.7703,6.81,309.86,300.1,0.607,4.68,4.29,10867.0,0.0,595,16.48,0
193178 (2000 PK5),1.934,0.7015,13.13,227.2,191.83,0.577,3.29,2.69,8759.0,0.0,213,17.74,0
194006 (2001 SG10),1.449,0.4243,4.26,184.93,101.62,0.834,2.06,1.74,7954.0,0.0,434,20.46,1
194126 (2001 SG276),1.433,0.2478,26.68,35.1,200.44,1.078,1.79,1.71,7871.0,0.0,1010,17.91,0
194268 (2001 UY4),1.453,0.7875,5.44,160.69,107.81,0.309,2.6,1.75,8124.0,0.0,694,18.34,1
194386 (2001 VG5),2.301,0.6135,13.69,248.25,280.4,0.889,3.71,3.49,13494.0,0.0,1588,16.96,0
196068 (2002 TW55),2.118,0.6645,59.35,33.54,251.12,0.711,3.53,3.08,3355.0,0.0,145,18.13,1
196256 (2003 EH1),3.122,0.6187,70.87,283.0,171.32,1.19,5.05,5.52,7878.0,0.0,130,16.19,0
196625 (2003 RM10),1.848,0.5917,13.72,341.17,287.44,0.754,2.94,2.51,9179.0,0.0,408,20.29,1
197588 (2004 HE12),1.845,0.4659,42.71,338.03,162.22,0.986,2.71,2.51,8637.0,0.0,184,17.13,1
198752 (2005 EA60),2.51,0.524,1.76,334.27,116.68,1.195,3.82,3.98,8831.0,0.0,344,19.94,0
198856 (2005 LR3),1.654,0.3352,25.0,73.78,26.4,1.1,2.21,2.13,6947.0,0.0,742,17.01,0
199003 (2005 WJ56),0.959,0.1521,21.62,288.02,297.65,0.813,1.1,0.939,6868.0,0.0,1295,18.16,1
199145 (2005 YY128),1.649,0.7323,3.77,299.96,315.17,0.441,2.86,2.12,6578.0,0.0,526,18.28,1
199801 (2007 AE12),1.684,0.5694,2.29,245.44,86.98,0.725,2.64,2.19,9452.0,0.0,209,19.36,1
200754 (2001 WA25),1.756,0.5169,15.51,279.74,83.79,0.849,2.66,2.33,7728.0,0.0,561,18.51,0
200840 (2001 XN254),2.32,0.5609,1.94,264.07,278.72,1.019,3.62,3.53,10245.0,0.0,722,17.79,1
202411 (2005 RC),2.152,0.7524,16.26,191.95,40.59,0.533,3.77,3.16,16350.0,0.0,2392,17.84,0
202435 (2005 XH8),1.322,0.6917,29.09,79.69,159.13,0.408,2.24,1.52,6881.0,0.0,324,18.06,0
202683 (2006 US216),0.6371,0.5624,3.44,193.26,56.42,0.279,1.0,0.509,4080.0,1.0,89,19.78,1
203015 (1999 YF3),1.487,0.1432,26.76,298.88,147.15,1.274,1.7,1.81,7354.0,0.0,321,18.64,0
203217 (2001 FX9),1.933,0.3306,3.5,184.36,292.2,1.294,2.57,2.69,8678.0,0.0,451,18.74,0
203471 (2002 AU4),0.8554,0.3735,17.18,99.42,205.19,0.536,1.17,0.791,11021.0,0.0,423,19.46,0
204131 (2003 YL),1.147,0.6323,5.65,291.92,29.47,0.422,1.87,1.23,8032.0,0.0,336,19.93,0
204232 (2004 DG2),1.248,0.5634,17.34,329.24,343.38,0.545,1.95,1.39,7680.0,0.0,356,18.51,0
205378 (2001 BJ16),1.363,0.1414,19.36,134.57,210.05,1.171,1.56,1.59,7900.0,0.0,507,18.87,0
205388 (2001 DV8),1.373,0.1708,12.37,325.37,212.79,1.139,1.61,1.61,6791.0,0.0,89,20.93,0
205744 (2002 BK25),2.3,0.749,11.94,155.03,105.06,0.577,4.02,3.49,10224.0,0.0,400,18.27,0
206359 (2003 QM47),1.792,0.3033,33.11,149.11,303.04,1.249,2.34,2.4,7646.0,0.0,438,18.21,0
206378 (2003 RB),1.788,0.4389,6.72,317.13,44.07,1.003,2.57,2.39,7418.0,0.0,1420,18.76,1
206910 (2004 NL8),2.574,0.7156,5.02,150.9,278.14,0.732,4.42,4.13,5837.0,0.0,513,17.28,1
207398 (2006 AS2),2.091,0.6419,2.6,125.63,80.07,0.749,3.43,3.02,7632.0,0.0,528,20.38,1
207945 (1991 JW),1.039,0.1186,8.71,53.85,301.95,0.916,1.16,1.06,20491.0,0.0,353,19.6,1
207970 (1996 BZ3),2.629,0.5319,3.39,176.66,280.39,1.231,4.03,4.26,14439.0,0.0,231,18.13,0
208023 (1999 AQ10),0.9338,0.2354,6.5,326.97,300.57,0.714,1.15,0.902,6983.0,0.0,446,20.52,1
208115 (2000 CT101),1.299,0.3547,23.3,135.55,292.43,0.838,1.76,1.48,8889.0,0.0,77,20.84,1
208565 (2002 CT11),1.258,0.5388,53.85,6.06,24.9,0.58,1.94,1.41,7745.0,0.0,697,17.18,0
208617 (2002 EB3),1.758,0.6839,9.92,1.52,300.35,0.556,2.96,2.33,7975.0,0.0,569,17.84,0
209215 (2003 WP25),0.9891,0.1213,2.56,40.76,226.46,0.869,1.11,0.984,2320.0,1.0,59,24.3,0
209924 (2005 WS55),2.03,0.4532,23.76,283.54,203.33,1.11,2.95,2.89,8016.0,0.0,1082,16.32,0
210012 (2006 KT1),2.308,0.4731,9.25,138.64,189.4,1.216,3.4,3.51,7145.0,0.0,570,16.75,0
211871 (2004 HO),1.847,0.5109,7.87,146.11,163.78,0.903,2.79,2.51,9207.0,0.0,280,18.86,0
211914 (2004 RM251),2.603,0.6021,19.48,349.29,111.3,1.036,4.17,4.2,12641.0,0.0,183,17.89,0
212359 (2006 EV52),2.016,0.7073,15.95,168.48,167.15,0.59,3.44,2.86,7738.0,0.0,647,16.7,0
212546 (2006 SV19),2.133,0.5152,7.35,116.2,182.55,1.034,3.23,3.11,7376.0,0.0,369,17.72,1
213053 (1998 WT30),1.813,0.3369,0.51,36.16,126.6,1.202,2.42,2.44,8096.0,0.0,118,19.86,0
213869 (2003 SG170),1.86,0.6029,36.99,199.25,309.25,0.739,2.98,2.54,7359.0,0.0,209,17.82,0
214088 (2004 JN13),2.89,0.6902,13.35,85.03,279.27,0.895,4.89,4.91,17835.0,0.0,2369,15.42,0
214869 (2007 PA8),2.849,0.653,2.0,141.3,293.85,0.989,4.71,4.81,7606.0,0.0,775,16.51,1
215167 (2000 EL26),1.69,0.3092,26.97,152.31,96.87,1.167,2.21,2.2,8801.0,0.0,316,18.91,0
215188 (2000 NM),2.686,0.6633,22.28,273.3,71.42,0.904,4.47,4.4,8316.0,0.0,2781,15.48,0
215442 (2002 MQ3),0.9137,0.2743,36.29,109.06,346.89,0.663,1.16,0.873,8050.0,0.0,852,18.52,0
215588 (2003 HF2),1.114,0.6755,3.06,189.88,231.04,0.361,1.87,1.18,8029.0,0.0,437,19.42,1
215757 (2004 FU64),1.838,0.3669,24.88,20.88,286.44,1.164,2.51,2.49,9300.0,0.0,670,17.93,0
216115 (2006 SU19),1.527,0.5864,2.09,152.22,10.63,0.632,2.42,1.89,6524.0,0.0,435,18.94,1
216258 (2006 WH1),1.671,0.4849,2.63,240.31,263.68,0.861,2.48,2.16,5694.0,0.0,948,20.33,1
216523 (2001 HY7),0.9136,0.4122,5.21,205.05,211.33,0.537,1.29,0.873,8111.0,0.0,350,20.7,1
216689 (2004 HM1),2.765,0.531,4.16,151.85,159.67,1.297,4.23,4.6,10330.0,0.0,485,17.0,0
216707 (2004 XP164),2.177,0.4129,22.69,126.82,310.62,1.278,3.08,3.21,7561.0,0.0,602,17.55,0
216985 (2000 QK130),1.181,0.262,4.72,173.81,66.4,0.871,1.49,1.28,8148.0,0.0,251,21.34,1
217013 (2001 AA50),1.321,0.198,43.88,306.23,58.62,1.059,1.58,1.52,8465.0,0.0,422,18.8,0
217390 (2005 CW25),1.626,0.4779,28.48,148.3,108.96,0.849,2.4,2.07,6506.0,0.0,339,18.82,0
217430 (2005 SN25),1.23,0.2706,13.01,168.27,45.2,0.897,1.56,1.36,8370.0,0.0,474,19.64,1
217628 Lugh (1990 HA),2.527,0.7115,4.44,177.75,316.15,0.729,4.33,4.02,22716.0,0.0,503,16.68,1
217796 (2000 TO64),2.744,0.6193,37.55,223.7,177.78,1.044,4.44,4.55,7526.0,0.0,280,17.23,0
217807 (2000 XK44),1.724,0.3854,11.24,48.1,347.66,1.06,2.39,2.26,17827.0,0.0,502,18.38,0
217837 (2001 LC),1.055,0.6774,16.97,112.36,2.5,0.34,1.77,1.08,8429.0,0.0,261,19.29,0
218017 (2001 XV266),1.196,0.1927,12.0,214.08,265.07,0.966,1.43,1.31,7866.0,0.0,271,19.82,0
218863 (2006 WO127),2.197,0.5477,11.03,167.51,314.47,0.994,3.4,3.26,7977.0,0.0,2116,16.34,0
219021 (1991 LH),1.357,0.7332,53.13,281.03,203.81,0.362,2.35,1.58,12060.0,0.0,244,16.95,0
219071 (1997 US9),1.053,0.2821,20.02,212.19,357.4,0.756,1.35,1.08,9846.0,0.0,1677,17.14,0
219527 (2001 QK142),2.484,0.5374,5.78,40.47,319.65,1.149,3.82,3.91,9713.0,0.0,360,17.0,0
220124 (2002 TE66),1.457,0.3778,51.34,191.0,290.55,0.906,2.01,1.76,7905.0,0.0,550,18.76,0
220839 (2004 VA),1.901,0.5949,3.69,109.45,43.48,0.77,3.03,2.62,7710.0,0.0,720,17.46,1
220909 (2005 EO1),2.534,0.7053,13.87,231.15,40.88,0.747,4.32,4.04,7397.0,0.0,503,18.15,0
221455 (2006 BC10),2.017,0.6577,0.92,21.04,234.3,0.691,3.34,2.87,2463.0,0.0,387,19.52,1
221787 (2007 VZ30),1.605,0.1947,2.45,344.64,99.28,1.292,1.92,2.03,8539.0,0.0,67,21.28,0
221980 (1996 EO),1.342,0.4008,21.59,356.46,64.69,0.804,1.88,1.55,10276.0,0.0,189,19.11,1
222008 (1998 QQ63),2.363,0.5502,1.67,104.45,265.47,1.063,3.66,3.63,12162.0,0.0,81,19.18,0
222073 (1999 HY1),1.386,0.1308,34.23,216.1,89.91,1.205,1.57,1.63,8623.0,0.0,806,18.11,0
222165 (2000 AX93),2.207,0.4818,23.32,290.9,234.39,1.144,3.27,3.28,8538.0,0.0,393,17.91,0
222869 (2002 FB6),1.797,0.5447,33.71,182.66,101.87,0.818,2.78,2.41,7169.0,0.0,272,17.77,0
223456 (2003 UB10),1.6,0.3356,5.15,130.94,105.42,1.063,2.14,2.02,8080.0,0.0,1316,18.29,0
224926 (2007 DA41),1.461,0.44,30.22,225.9,20.32,0.818,2.1,1.77,7740.0,0.0,638,17.58,0
225312 (1996 XB27),1.189,0.0582,2.47,179.38,58.2,1.12,1.26,1.3,9558.0,0.0,229,21.94,0
225416 (1999 YC),1.422,0.8304,38.27,64.75,156.45,0.241,2.6,1.7,8389.0,0.0,587,17.38,0
225586 (2000 WS67),1.299,0.7073,20.64,73.76,198.37,0.38,2.22,1.48,8479.0,0.0,265,18.51,0
225900 (2002 AF3),1.905,0.6204,10.56,353.21,190.4,0.723,3.09,2.63,8288.0,0.0,211,17.96,0
226198 (2002 UN3),1.744,0.2573,8.7,27.95,112.79,1.295,2.19,2.3,11046.0,0.0,534,18.85,0
226219 (2002 VT85),2.294,0.4437,5.99,255.97,87.22,1.276,3.31,3.47,12861.0,0.0,149,18.17,0
226514 (2003 UX34),1.095,0.6159,2.56,4.3,218.58,0.421,1.77,1.15,8461.0,0.0,303,20.2,1
226554 (2003 WR21),1.118,0.2615,9.27,85.76,108.11,0.826,1.41,1.18,12071.0,0.0,545,19.62,1
228368 (2000 WK10),1.479,0.702,14.73,57.93,244.51,0.441,2.52,1.8,7097.0,0.0,221,18.63,1
228502 (2001 TE2),1.083,0.1966,7.63,171.11,35.79,0.87,1.3,1.13,6914.0,0.0,486,20.41,0
228587 (2002 AP7),1.364,0.0934,23.87,98.56,283.46,1.237,1.49,1.59,7862.0,0.0,269,19.56,0
229007 (2003 XF11),2.196,0.8474,8.63,115.96,173.96,0.335,4.06,3.25,7333.0,0.0,426,17.05,0
229672 (2006 WR1),1.333,0.6137,38.2,105.96,132.13,0.515,2.15,1.54,6202.0,0.0,342,17.91,0
230089 (2000 WP148),1.319,0.2643,21.28,251.98,237.95,0.97,1.67,1.51,9686.0,0.0,123,19.46,0
230111 (2001 BE10),0.8231,0.3692,17.51,297.75,30.6,0.519,1.13,0.747,7733.0,0.0,797,19.28,1
230118 (2001 DB3),2.683,0.5604,24.5,340.43,264.58,1.179,4.19,4.39,8292.0,0.0,504,17.09,0
230420 (2002 PP6),2.327,0.6522,20.12,135.0,272.94,0.809,3.84,3.55,2781.0,0.0,90,19.22,0
230549 (2003 BH),1.457,0.3561,13.11,119.76,313.41,0.938,1.98,1.76,7484.0,0.0,165,20.78,1
230599 (2003 FJ1),2.17,0.8171,20.96,128.59,182.08,0.397,3.94,3.2,7236.0,0.0,248,17.88,0
230979 (2005 AT42),2.858,0.6136,11.21,156.88,52.9,1.104,4.61,4.83,7072.0,0.0,970,16.59,0
231134 (2005 TU45),1.975,0.4947,28.53,119.98,77.12,0.998,2.95,2.77,8477.0,0.0,1481,17.18,0
231792 (2000 DH8),1.838,0.3053,37.58,159.14,25.38,1.277,2.4,2.49,10433.0,0.0,388,18.51,0
231937 (2001 FO32),1.699,0.8258,39.01,181.71,123.36,0.296,3.1,2.21,8102.0,0.0,257,17.58,1
232368 (2003 AZ2),1.42,0.2236,22.87,131.6,186.95,1.102,1.74,1.69,7255.0,0.0,1047,18.3,0
232382 (2003 BT47),2.335,0.4935,7.45,352.42,235.7,1.183,3.49,3.57,7658.0,0.0,868,17.25,0
232691 (2004 AR1),1.576,0.4695,9.08,336.51,50.31,0.836,2.32,1.98,7362.0,0.0,364,19.86,1
234061 (1999 HE1),2.362,0.5723,8.16,65.79,221.95,1.01,3.71,3.63,9066.0,0.0,441,17.7,0
234145 (2000 EW70),0.9376,0.3213,5.43,178.03,125.77,0.636,1.24,0.908,6939.0,0.0,410,21.58,1
234341 (2001 FZ57),0.9442,0.6042,20.67,22.09,339.98,0.374,1.51,0.917,12086.0,0.0,538,18.94,0
235086 (2003 HW11),2.352,0.4659,7.4,150.39,154.24,1.256,3.45,3.61,7725.0,0.0,732,17.34,0
235700 (2004 TR13),2.017,0.7295,17.85,12.12,249.98,0.546,3.49,2.86,3025.0,0.0,153,18.57,0
235756 (2004 VC),1.133,0.2589,39.15,194.16,94.18,0.84,1.43,1.21,10956.0,0.0,395,18.58,1
236716 (2007 FV42),2.177,0.4734,9.85,100.91,181.8,1.146,3.21,3.21,11755.0,0.0,1032,17.92,0
237442 (1999 TA10),1.506,0.2417,20.84,214.65,84.8,1.142,1.87,1.85,8868.0,0.0,1096,18.16,0
237551 (2000 WQ19),1.406,0.347,34.27,38.78,270.73,0.918,1.89,1.67,8402.0,0.0,557,18.42,0
237805 (2002 CF26),1.604,0.3412,35.3,342.08,33.62,1.057,2.15,2.03,9387.0,0.0,3099,17.4,0
238063 (2003 EG),1.738,0.7136,31.79,359.03,326.94,0.498,2.98,2.29,9869.0,0.0,676,16.58,0
238456 (2004 RK),1.389,0.3004,18.15,178.76,264.43,0.972,1.81,1.64,13373.0,0.0,569,19.43,0
239849 (1999 VO11),2.256,0.6336,15.75,67.45,72.35,0.827,3.69,3.39,6221.0,0.0,205,18.65,0
240320 (2003 HS42),1.459,0.1215,15.82,38.25,192.34,1.282,1.64,1.76,9294.0,0.0,177,20.28,0
241370 (2008 LW8),1.676,0.3936,17.27,223.1,118.63,1.016,2.34,2.17,9545.0,0.0,949,17.42,0
241596 (1998 XM2),1.805,0.3402,27.1,248.52,99.09,1.191,2.42,2.43,25479.0,0.0,1072,17.24,0
241662 (2000 KO44),1.83,0.3885,28.62,114.32,235.33,1.119,2.54,2.48,8600.0,0.0,538,17.66,0
242147 (2003 BH84),1.959,0.7196,23.34,283.2,35.57,0.549,3.37,2.74,6927.0,0.0,484,17.02,0
242187 (2003 KR18),2.346,0.48,5.58,244.04,86.8,1.22,3.47,3.59,14122.0,0.0,993,17.99,0
242191 (2003 NZ6),0.7934,0.4924,18.25,124.58,311.62,0.403,1.18,0.707,7613.0,0.0,635,19.02,0
242211 (2003 QB90),2.319,0.4746,4.83,129.31,208.89,1.218,3.42,3.53,7643.0,0.0,426,18.27,0
242216 (2003 RN10),2.233,0.5407,39.66,267.16,4.73,1.025,3.44,3.34,7441.0,0.0,1080,15.61,1
242450 (2004 QY2),1.084,0.4772,37.03,295.27,104.98,0.567,1.6,1.13,7290.0,0.0,3723,14.65,1
242643 (2005 NZ6),1.833,0.8652,8.41,38.79,48.96,0.247,3.42,2.48,6560.0,0.0,746,17.38,1
242708 (2005 UK1),2.501,0.6953,0.79,180.3,345.94,0.762,4.24,3.95,6066.0,0.0,602,18.12,1
243025 (2006 UM216),2.674,0.524,15.89,251.05,146.67,1.273,4.07,4.37,24129.0,0.0,852,16.06,0
243147 (2007 TX18),2.137,0.4155,7.36,284.09,16.03,1.249,3.03,3.12,11953.0,0.0,727,17.39,0
243298 (2008 EN82),2.498,0.557,12.03,206.95,194.88,1.107,3.89,3.95,8828.0,0.0,428,15.69,0
243566 (1995 SA),2.463,0.642,19.58,169.02,54.3,0.882,4.05,3.87,11554.0,0.0,577,17.37,1
244670 (2003 KN18),1.749,0.4856,11.9,168.66,354.78,0.9,2.6,2.31,12887.0,0.0,584,18.21,0
244977 (2004 BE68),1.761,0.4446,15.74,210.88,191.28,0.978,2.54,2.34,7502.0,0.0,409,18.48,1
246138 (2007 OG3),2.164,0.4816,1.69,78.32,272.04,1.122,3.21,3.18,17625.0,0.0,296,18.24,0
247156 (2000 YH29),2.218,0.5275,21.85,103.67,284.85,1.048,3.39,3.3,8495.0,0.0,282,18.16,0
247360 (2001 XU),2.573,0.8366,19.07,260.98,286.06,0.42,4.73,4.13,4652.0,0.0,124,19.36,1
247517 (2002 QY6),0.8171,0.699,12.75,164.18,355.4,0.246,1.39,0.739,8044.0,0.0,525,19.73,0
248083 (2004 QU24),3.328,0.6135,23.37,187.66,272.08,1.286,5.37,6.07,11372.0,0.0,1298,16.13,0
248590 (2006 CS),2.915,0.6968,52.3,172.41,346.41,0.884,4.95,4.98,9207.0,0.0,515,16.32,0
248818 (2006 SZ217),1.673,0.2854,29.22,241.35,163.07,1.195,2.15,2.16,9724.0,0.0,2457,17.43,0
248926 (2006 WZ2),1.694,0.3303,24.65,354.36,65.98,1.135,2.25,2.21,8800.0,0.0,4004,17.13,0
249595 (1997 GH28),2.004,0.3708,7.02,354.37,105.37,1.261,2.75,2.84,11318.0,0.0,557,17.72,0
249615 (1999 TB5),1.968,0.3938,30.43,195.59,238.76,1.193,2.74,2.76,8065.0,0.0,198,19.05,0
249816 (2001 FD90),2.046,0.4788,7.3,202.19,47.75,1.066,3.03,2.93,6796.0,0.0,400,19.32,0
249886 (2001 RY11),1.483,0.2833,22.84,295.49,71.55,1.063,1.9,1.81,11602.0,0.0,1799,17.62,0
250162 (2002 TY57),1.921,0.3275,3.46,118.94,259.95,1.292,2.55,2.66,7147.0,0.0,717,19.64,0
250458 (2004 BO41),1.019,0.4929,35.55,337.74,254.45,0.516,1.52,1.03,7273.0,0.0,879,18.0,0
250577 (2005 AC),1.05,0.5178,46.88,315.76,285.59,0.506,1.59,1.08,7227.0,0.0,295,18.36,0
250614 (2005 GG),2.042,0.6595,34.84,106.38,335.28,0.695,3.39,2.92,6670.0,0.0,571,16.22,0
250620 (2005 GE59),2.109,0.6025,16.08,194.74,243.02,0.838,3.38,3.06,6640.0,0.0,641,18.07,1
250680 (2005 QC5),0.893,0.3645,9.45,48.05,108.72,0.568,1.22,0.844,16106.0,0.0,125,19.63,1
250697 (2005 QY151),1.381,0.4392,12.65,14.32,124.96,0.774,1.99,1.62,8661.0,0.0,945,17.92,0
250706 (2005 RR6),2.957,0.7011,6.93,27.27,59.96,0.884,5.03,5.09,5639.0,0.0,399,18.55,1
251346 (2007 SJ),2.015,0.5332,8.18,306.76,175.25,0.94,3.09,2.86,12409.0,0.0,1022,16.89,1
251722 (1997 US2),1.675,0.6608,3.17,65.89,100.33,0.568,2.78,2.17,9551.0,0.0,260,19.82,1
251732 (1998 HG49),1.201,0.1125,4.2,44.81,324.25,1.066,1.34,1.32,9145.0,0.0,156,21.76,0
252091 (2000 UP30),2.253,0.7615,9.37,194.86,118.99,0.537,3.97,3.38,8127.0,0.0,494,17.24,0
252373 (2001 SA270),1.302,0.7357,38.52,210.01,15.64,0.344,2.26,1.49,7724.0,0.0,378,18.18,0
252399 (2001 TX44),0.8748,0.5459,15.21,57.76,136.04,0.397,1.35,0.818,8116.0,0.0,351,19.41,1
252558 (2001 WT1),1.089,0.3973,7.16,73.77,180.71,0.657,1.52,1.14,6205.0,0.0,271,20.31,0
252793 (2002 FW5),1.315,0.2178,46.45,21.73,85.44,1.029,1.6,1.51,7734.0,0.0,759,19.26,0
253062 (2002 TC70),1.369,0.1965,2.15,134.74,162.1,1.1,1.64,1.6,7733.0,0.0,231,21.1,0
253106 (2002 UR3),1.379,0.7925,48.65,51.85,141.28,0.286,2.47,1.62,8008.0,0.0,1064,16.66,0
253586 (2003 TX7),1.448,0.2074,38.75,204.08,270.49,1.148,1.75,1.74,7660.0,0.0,235,19.35,0
253841 (2003 YG118),2.28,0.6461,8.03,347.42,233.54,0.807,3.75,3.44,6864.0,0.0,519,17.28,1
254417 (2004 VV),2.076,0.6044,52.47,342.74,354.65,0.821,3.33,2.99,6583.0,0.0,312,17.2,0
254419 (2004 VT60),2.075,0.4341,43.51,57.53,247.34,1.174,2.98,2.99,8119.0,0.0,375,17.73,0
255071 (2005 UH6),1.001,0.6325,2.64,19.29,200.25,0.368,1.63,1.0,7735.0,1.0,160,18.36,1
255501 (2006 BG),1.683,0.732,4.83,280.88,341.31,0.451,2.92,2.18,6553.0,0.0,452,18.66,0
256004 (2006 UP),1.583,0.3002,2.29,47.87,335.24,1.108,2.06,1.99,7256.0,0.0,170,23.02,0
256412 (2007 BT2),1.632,0.2239,26.86,30.97,149.1,1.267,2.0,2.09,11313.0,0.0,1691,16.93,0
256670 (2007 XT58),2.013,0.3635,2.31,265.93,267.94,1.281,2.75,2.86,12227.0,0.0,226,18.18,0
257744 (2000 AD205),1.695,0.5861,7.92,157.17,192.09,0.701,2.69,2.21,8065.0,0.0,550,18.61,0
257838 (2000 JQ66),2.165,0.4196,7.06,188.9,103.87,1.257,3.07,3.19,14537.0,0.0,808,18.0,0
258325 (2001 VB2),1.719,0.3957,7.94,50.03,319.79,1.038,2.4,2.25,7126.0,0.0,291,18.99,0
